star_name,hip_name,hd_name,gj_name,tm_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_wfirstflag,st_lbtiflag,st_rvflag,st_ppnum,rastr,decstr,st_dist,st_disterr1,st_disterr2,st_vmag,st_vmagerr,st_vmagsrc,st_bmv,st_bmverr,st_bmvsrc,st_spttype,st_lbol,st_lbolerr,st_lbolsrc
HIP 65355,HIP 65355,HD 116443,GJ 3782 B,2MASS J13234086+0243309,1,0,0,0,0,0,0,13h23m40.84s,+02d43m29.2s,16.14,0.33,-0.32,7.290,0.020,VT,0.880,0.020,BVT-Red,G8/K0V,0.330,0.070,V-K
HIP 65378 A,HIP 65378 A,HD 116656,GJ 3783 A,2MASS J13235563+5455292,1,1,0,0,0,0,0,13h23m55.42s,+54d55m31.5s,26.31,1.10,-1.01,2.220,0.000,VT,0.050,0.000,BVT-Blue,A2V,83.790,0.120,V-K
HIP 65420,HIP 65420,HD 116568,,2MASS J13243322-0509504,1,0,0,0,0,0,0,13h24m33.14s,-05d09m50.1s,29.97,0.61,-0.59,5.750,0.020,VT,0.420,0.010,G,F3V,3.800,0.070,V-K
HIP 65477,HIP 65477,HD 116842,GJ 3785,2MASS J13251353+5459165,1,1,0,0,0,0,0,13h25m13.42s,+54d59m16.8s,25.06,,,3.980,0.020,VT,0.170,0.010,G,A5VSB,13.470,0.060,V-K
HIP 65515,HIP 65515,HD 116956,,2MASS J13254557+5658137,1,0,0,0,0,0,0,13h25m45.76s,+56d58m13.7s,21.59,0.22,-0.21,7.290,0.020,VT,0.820,0.020,BVT-Red,G9IV-V,0.560,0.050,V-K
HIP 65520,HIP 65520,,GJ 510,2MASS J13254887-2822263,1,0,0,0,0,0,0,13h25m49.15s,-28d22m25.4s,16.74,0.70,-0.64,11.020,0.010,Koen,1.510,0.010,Koen,M,0.040,0.140,V-K
HIP 65530,HIP 65530,HD 117043,GJ 511.1,2MASS J13255983+6315406,1,0,0,1,0,0,0,13h26m00.37s,+63d15m38.7s,21.17,0.21,-0.21,6.500,0.000,G,0.740,0.000,G,G6V,1.060,0.020,V-K
HIP 65602,HIP 65602,HD 116920,GJ 511 B,2MASS J13270292-2417255,1,0,0,0,0,0,0,13h27m03.12s,-24d17m25.1s,29.43,0.60,-0.58,8.720,0.000,G,0.910,0.000,G,K3V,0.320,0.060,V-K
HIP 65640,HIP 65640,HD 117099,,2MASS J13272719+3543344,1,0,0,0,0,0,0,13h27m27.37s,+35d43m37.1s,27.14,0.55,-0.53,8.740,0.030,VT,1.000,0.010,G,K0,0.290,0.090,V-K
HIP 65669,HIP 65669,,,2MASS J13275397-2657013,1,0,0,0,0,0,0,13h27m54.09s,-26d57m00.5s,21.08,1.35,-1.19,11.780,0.010,Koen,1.550,0.010,Koen,,0.030,0.170,V-K
HIP 65714,HIP 65714,,GJ 512 A,2MASS J13282106-0221365,1,0,0,0,0,0,0,13h28m20.99s,-02d21m32.8s,13.89,0.58,-0.53,11.230,0.000,G,1.540,0.000,G,M4+...,0.030,0.130,V-K
70 Vir,HIP 65721,HD 117176,GJ 512.1,2MASS J13282584+1346447,1,0,0,0,0,1,1,13h28m25.95s,+13d46m48.7s,17.99,,,4.960,0.020,VT,0.710,0.010,G,G5V,3.170,0.060,V-K
HIP 65859,HIP 65859,,GJ 514,2MASS J13295979+1022376,1,0,0,0,0,0,0,13h29m59.12s,+10d22m47.2s,7.66,0.08,-0.08,9.030,0.010,Koen,1.500,0.010,Koen,M1V,0.040,0.090,V-K
HIP 65877,HIP 65877,,GJ 515,2MASS J13301370-0834290,1,0,0,0,0,0,0,13h30m14.29s,-08d34m25.3s,17.38,1.31,-1.14,12.340,0.010,Koen,0.060,0.010,Koen,DA,0.010,0.180,V-K
HIP 66077,HIP 66077,,GJ 516 A,2MASS J13324460+1648397 A,1,0,0,0,0,0,0,13h32m44.44s,+16d48m41.0s,12.76,4.25,-2.55,11.400,0.010,Koen,1.560,0.010,Koen,M4Ve,0.020,0.950,V-K
